File,Page,text
Preschool Classroom Age Composition and Physical Literacy Environment  Influence on Children s Emergent Literacy Outcomes.pdf,6,"lesser provision of literacy-related materials and space in classrooms with more younger  children may be especially distinct when it comes to writing-related materials and space.  There is evidence showing that although most teachers agreed with research concerning  what language and literacy skills children should know in preschool, 30% did not believe  spelling knowledge or that these children learn to write by watching teachers write  (Hindman & Wasik,  2008 )."
Preschool Classroom Age Composition and Physical Literacy Environment  Influence on Children s Emergent Literacy Outcomes.pdf,6,"However, the above-mentioned beliefs are contrary to the emergent literacy-related research  and theories which have established that children as young as three years of age are able to  develop emergent literacy skills (Puranik & Lonigan,  2011 , Whitehurst & Lonigan,  1998 ).  Inadequate access to literacy-stimulating environments in preschool classrooms has been  associated with preschoolers’ smaller gains in emergent literacy skills (Altun et al.,  2018 , Guo  et al.,  2012 ). Given the potential variation in classroom physical literacy environments based on  the ages of children within the classroom and their influence on children’s emergent literacy  development, we hypothesize that classroom physical literacy environments may mediate the  associations between classroom age composition and children’s emergent literacy development."
Preschool Classroom Age Composition and Physical Literacy Environment  Influence on Children s Emergent Literacy Outcomes.pdf,6,"Given the importance and malleability of the classroom physical literacy environment for children’s  emergent literacy learning, it is critical to investigate the factors that may influence it. Because  children’s characteristics including age may shape teachers’ beliefs and practices about what to provide  in the classroom environments (Ansari,  2017 , Guo et al.,  2013 ), we focus on classroom age composi­ tion as one potential factor that influences the physical literacy environment. Additionally, because the  physical literacy environment has been theoretically and empirically suggested as a predictor of  children’s literacy learning (Altun et al.,  2018 , Bronfenbrenner & Morris,  2006 ), we also examine  aspects of the physical literacy environment as potential mediators that may explain associations  between classroom age composition and children’s emergent literacy outcomes (Ansari et al.,  2016 ,  Moller et al.,  2008 ). Specifically, we examine: (1) the extent to which classroom age composition is  associated with the classroom physical literacy environment, and (2) whether the classroom physical  literacy environment accounts for the associations between classroom age composition and children’s  emergent literacy acquisition. We hypothesize that children may gain less in emergent literacy skills in  classrooms with a higher percentage of younger peers as teachers may fail to provide a high-quality  and age-appropriate physical literacy environment for them. Our conceptual framework is shown in  Figure 1 ."
"Private speech in the classroom the effects of activity type, presence of others, classroom context, and mixed age grouping.pdf",1,"Winsler, Adam, Diaz, Rafael M. Private Speech in the Classroom: The Effects of Activity Type, Presence of Others, Classroom Context, and Mixed-Age Grouping. Apr 92 34p., Paper presented at the Annual Meeting of the American Educational Research Association (San Francisco, CA, April 20-24, 1992). Reports - Research/Technical (143) -- Speeches/Conference Papers (150)"
"Private speech in the classroom the effects of activity type, presence of others, classroom context, and mixed age grouping.pdf",1,"MF01/PCO2 Plus Postage. Class Activities, Classroom Communication, *Classroom Environment, Classroom Research, Kindergarten, Education California (San Francisco), Mixed Age Groups,"
"Private speech in the classroom the effects of activity type, presence of others, classroom context, and mixed age grouping.pdf",1,"A study addressed the question of how young children's spontaneous use of private speech in the kindergarten clossronm varies as a function of contextual variables, such as type of activity, immediate presence of others, degree of teacher-given structure, and classroom age composition. Twenty children from two classrooms (one mixed-age, one same-age) were systematically observed in their regular kindergarten classroom for four weeks, using a time-sampling procedure. Results from ANOVA, chi-square, and logistic 'regression analyses indicated that young children's use of private speech does vary systematically according to the immediate physical and social context. More specifically, children were found to use more self-regulatory language when they were: (1) engaged in goal-directed task activity, compared to free play or other activities,"
"Private speech in the classroom the effects of activity type, presence of others, classroom context, and mixed age grouping.pdf",1,"(2) when they were in a classroom context which provided an incermediate degree of teacher regulation, 7ompared to contexts in iftlich either very little or a great deal of external structure was pracent, and (3) when they were with their younger classmates, compc.,c1 to either their"
Problem behaviors at the classroom-level and teacher-child.pdf,1,interaction quality in Head Start programs: Moderation by  age composition
Problem behaviors at the classroom-level and teacher-child.pdf,1,"Natalia M. Rojas   a , * , Rachel M. Abenavoli   b"
Problem behaviors at the classroom-level and teacher-child.pdf,1,Preschool  Head Start  Problem behaviors  Teacher-child interaction quality  Mixed-age classrooms
Problem behaviors at the classroom-level and teacher-child.pdf,1,"This study explored the link between classroom-level problem behaviors and teacher-child  interaction quality in 307 Head Start preschool classrooms. The moderating role of the class­ room ’ s age composition (e.g., 3- and 4-year-olds versus 4-year-olds only) also was examined.  Using a dataset of 852 3-year-old children and 1114 4-year-old children, classroom-level problem  behaviors were operationalized using teacher reports of children ’ s problem behaviors. Results  indicated that classroom-level problem behaviors, specifically oppositional/aggressive and  internalizing behavior, were associated with lower teacher-child interaction quality (i.e.,  emotional support, classroom organization, and instructional support). In contrast, classroom-  level hyperactivity was only negatively related to classroom instructional support. Moderation  results indicated that high-levels of classroom-level activity were related to lower-levels of  teacher-child interaction quality, but for 4-year-old only classrooms. The results of this study have  implications for practice and policy."
Problem behaviors at the classroom-level and teacher-child.pdf,1,"At times, preschool behavioral difficulties reduce opportunities for children to engage successfully in classroom activities that are  fundamental for their development and learning ( Hemmeter et al., 2006 ). Approximately 30% of low-income preschool children have  been reported to exhibit moderate to clinically significant emotional and behavioral needs ( Barbarin, 2007 ,  Feil et al., 2005 ),  potentially indicating that within Head Start classrooms, which serve children from low-income backgrounds, as many as four or five  children in a classroom of 18 may demonstrate problem behaviors. In addition to directly undermining a child ’ s learning, child  problem behaviors may also be negatively associated with overall teacher-child interaction quality."
Problem behaviors at the classroom-level and teacher-child.pdf,1,"Teacher-child interaction quality, one of the most critical drivers of children ’ s learning and social-emotional development within  preschool classrooms, may be influenced by the level of problem behavior displayed (e.g.,  Burchinal, 2018 ,  Pianta et al., 2016 ). High  rates of classroom-level problem behaviors are negatively correlated with aspects of teacher-child interaction quality, such as teachers ’  ability to execute instructional activities as planned due to time and attention being devoted continuously to dealing with behavioral  issues ( Friedman-Krauss et al., 2014 ). Researchers and policymakers focus on the roles of teachers (e.g., qualifications, training) in  teacher-child interaction quality, however, little work has considered how characteristics of children themselves, including their  ability to regulate their behavior, may influence the quality of their schools, despite evidence that children themselves contribute to  the classroom environment ( Coelho et al., 2019 ,  LoCasale-Crouch et al., 2007 ,  Mashburn et al., 2006 )."
Problem behaviors at the classroom-level and teacher-child.pdf,2,"Due to the importance of teacher-child interaction quality on children ’ s learning and development, this study aimed to understand  how children ’ s behavior at an aggregate level was related to teacher-child interaction quality. As part of this work, we also examined  the role of mixed-age classrooms (i.e., those serving children of different ages in the same classroom), which make up roughly 75% of  child interaction quality and the relationship between classroom-level problem behaviors and teacher-child interaction quality. Given  the developmental trajectory of children ’ s regulatory capacities during the preschool period and the different expectations for  year-olds) and older (e.g., 4-year-olds) children. This study aimed to elucidate how problem behaviors, averaged across children in a  classroom, contributed to teacher-child interaction quality in mixed-age Head Start classrooms and classrooms serving 4-year-olds  only. Results from this study can assists Head Start and other preschool programs better understand how children ’ s behaviors may  be related to teacher-child interaction quality. Practically, these findings provide ideas for potential professional development and  ongoing support for teachers that can help them manage problem behavior and improve the overall teacher-child interaction quality."
Problem behaviors at the classroom-level and teacher-child.pdf,2,"Teacher-child interaction quality is one of the most important contributors to children ’ s social and academic development during  preschool ( Burchinal, 2018 ,  Burchinal et al., 2015 ). High-quality preschools influence children ’ s learning and development in various  domains, including children ’ s motivation to learn, socioemotional and behavioral skills, and development of positive peer relation­ ships ( La Paro et al., 2004 ,  Schmitt et al., 2018 ). Teacher-child interaction quality is characterized by teachers ’  practices and behaviors  such as their social interactions with children and instructional practices ( Pianta et al., 2008 ). Three domains of teacher-child  interaction quality are recognized as critical contributors to children ’ s learning and development: (a) emotional support, (b) class­ room organization, and (c) instructional support ( Hamre et al., 2014 ).  Emotional support  is characterized by warm, sensitive,  responsive, and individualized interactions.  Classroom organization  is defined as how well teachers structure and manage classroom  activities, routines, and materials to support children ’ s self-regulation, attention, and engagement in learning. Finally,  instructional  support reflects a teacher ’ s use of cognitively stimulating practices with children, such as encouraging problem-solving, higher-order  reasoning, and more advanced language ( La Paro et al., 2004 ). To date, a substantial literature has examined predictors of quality at  the program- and teacher-level in preschool settings (e.g.,  Manning et al., 2019 ,  Tout et al., 2006 ), but rarely has the association with  children ’ s behavior and teacher-child interaction quality been examined."
Problem behaviors at the classroom-level and teacher-child.pdf,2,"In the literature, the two types of problem behaviors that typically are examined include externalizing behaviors and internalizing  behaviors (e.g.,  Rimm-Kaufman et al., 2005 ,  Williford  &  Wolcott, 2015 ). In the present study, we examined three teacher-reported  problem behaviors: (a) oppositional/aggressive, (b) hyperactivity, and (c) internalizing behavior. Children ’ s oppositional/aggres­ sive behaviors (often conceptualized as a component of externalizing behavior) are characterized by overt hostility, conduct problems,  and oppositional defiance behaviors ( Whitcomb, 2013 ). Extant research shows that children who exhibit oppositional/aggressive  behaviors are less likely to engage successfully in classroom activities ( Moffett  &  Morrison, 2020 ,  Rimm-Kaufman et al., 2005 ). Hy­ peractive behaviors such as impulsivity and inattention frequently are operationalized as a dimension of externalizing behavior (along  with oppositional/aggressive) in preschool (e.g.,  Montroy et al., 2014 ,  Williford  &  Wolcott, 2015 ). However, research suggests that  even though oppositional/aggressive and hyperactive behaviors correlate, they are distinct dimensions of problem behavior and have  different implications for children ’ s academic and social functioning ( Gustafsson et al., 2018 ). Internalizing behaviors, such as extreme  shyness, social withdrawal, and anxiety, are described as directed towards the self ( Whitcomb, 2013 ). Children who exhibit inter­ nalizing behaviors are often unable to form strong peer relationships and are more likely to engage in isolating behaviors and social  withdrawal (e.g.,  Oland  &  Shaw, 2005 )."
Problem behaviors at the classroom-level and teacher-child.pdf,2,"Extant research focuses on how teacher-child interaction quality relates to children ’ s skills and behavior. For example, emotionally  supportive, well-managed, and higher-quality instructional classrooms reduce individual children ’ s problem behaviors (e.g.,  Hamre  &  Pianta, 2005 ,  La Paro et al., 2004 ). However, the reverse relationship (i.e., the extent to which children ’ s problem behaviors influence  the quality of teacher-child interaction quality) is under-researched. To conceptualize the role that problem behaviors at the  classroom-level may have on teacher-child interaction quality, we draw upon the literature on transactional models, which posits that  development is a consequence of the ongoing dynamic interaction between children and their environment ( Sutherland  &  Oswald,  2005 ). Although we did not test the bidirectional relationship between problem behaviors and teacher-child interaction quality, this  teacher-child interaction quality.  &  Kiuru, 2015 ). First, problem behavior displayed by children can negatively affect teacher-child relationships and place an extra  burden or stress on teachers. This stress can evoke negative affective, behavioral, and cognitive responses in teachers towards (all)  children ( Nurmi  &  Kiuru, 2015 ), undermining teacher-child interaction quality by introducing a  “ burnout cascade ”  response from  teachers in which children ’ s behaviors and teachers ’  responses to their behaviors continue to worsen over time and teacher-child"
Problem behaviors at the classroom-level and teacher-child.pdf,3,"interaction quality declines ( Jennings  &  Greenberg, 2009 ). Second, children ’ s problem behaviors also can influence peers to exhibit  problem behaviors (i.e., a contagion effect) whereby children ’ s problem behaviors encourage behavior problems among their peers  ( Bulotsky-Shearer et al., 2012 ,  Rojas et al., 2020 )."
Problem behaviors at the classroom-level and teacher-child.pdf,3,"Teacher-child interaction quality may vary depending on the type of classroom-level problem behavior displayed. As posited by the  burnout cascade theory, teachers tend to feel more negative and stressed when they perceive aggression/opposition behavior in the  classroom, leading to anger and frustration because these behaviors hamper their teaching ability ( Bosman et al., 2019 ). Moreover,  following the contagion theory, children also exhibit more aggression/opposition when in classrooms with higher levels of aggression/  opposition ( Thomas et al., 2011 ). Classroom-level aggression/opposition often inhibits teachers ’  ability to provide consistent  emotional support and positive behavior management ( Zinsser et al., 2013 ) and reduces the available instructional time ( Long et al.,  2018 ). However, contrary to other prior research,  Friedman-Krauss et al. (2014)  found that higher levels of child aggression/oppo­ sition behavior problems in the fall were related to higher classroom emotional climate in the spring, over and above fall emotional  climate and child-, teacher-, and classroom-level covariates. These mixed results suggest that more work is needed to understand the  relationship between classroom-level aggression/opposition and teacher-child interaction quality, considering research suggesting  that aggression/opposition behaviors are related to more negative behaviors among peers and teachers, we posited an exploratory  hypothesis that higher levels of classroom aggression/opposition behavior may be negatively related to the emotional climate and  classroom organization."
Problem behaviors at the classroom-level and teacher-child.pdf,3,"Like the extant literature on classroom-level aggression/opposition, there are mixed findings regarding the relationship between  classroom-level hyperactivity and teacher-child interaction quality. In  Partee et al. (2020) , classroom-level hyperactivity was nega­ tively related to classroom management ( β  = − 0.15,  p  =  0.04) and instructional support ( β = − 0.19,  p  =  0.01) and marginally related to  negative emotional support at the end of the year. However, in  Bosman et al. (2019) , teachers reported using more sensitive practices  when responding to individual children ’ s hyperactive behaviors in the classroom. Teachers ’  increased sensitivity for hyperactive  behaviors among children may be due to greater awareness about hyperactivity and symptoms of ADHD and when teachers understand  what children are not able to or otherwise struggle to control their behavior in the classroom, this may influence the sensitivity of their  teaching in a positive way ( Chang  &  Davis, 2009 ). Given these mixed results, we hypothesized that higher rates of classroom-level  hyperactivity would be negatively related to emotional support and classroom organization."
Problem behaviors at the classroom-level and teacher-child.pdf,3,"Less attention has been paid to the association between children ’ s internalizing behaviors and teacher-child interaction quality.  Compared to children with more disruptive problem behaviors like externalizing and hyperactivity behaviors, children with inter­ nalizing symptoms often receive less attention from teachers because their problems are less apparent and more difficult to detect  ( Berg-Nielsen et al., 2012 ). Yet, teachers who do not aid and comfort children struggling with internalizing problems may increase  children ’ s anxiety withdrawal symptoms, which can negatively impact teacher-child interaction quality ( Jeon et al., 2019 ).  Buyse et al.  (2008)  found that higher average levels of internalizing behavior in the classroom significantly predicted more relational conflict  between teachers and children, suggesting that classroom-level internalizing behavior may negatively affect emotional support.  Children ’ s internalizing behavior, which is in part a function of children ’ s ability to manage emotional distress, is expected to be most  strongly linked to the quality of emotional support in the classroom."
Problem behaviors at the classroom-level and teacher-child.pdf,3,"Children ’ s behavior and teacher-child interaction quality may unfold and interact differently in classrooms serving older children  versus classrooms serving children across a broader age range. For example, although some Head Start programs serve 3- and 4-year-  olds in separate classrooms, most Head Start programs combine 3- and 4-year-olds in mixed-age classrooms ( Ansari  &  Pianta, 2019 ).  However, to our knowledge, only Guo et al. (2014)  investigated interrelations among age composition, teacher-child interaction  quality, and children ’ s skills and found that mixed-age classrooms were beneficial for preschoolers, but only when coupled with high-  quality interactions. In addition, prior studies have not examined, to our knowledge, the extent to which the age grouping of class­ rooms (same-age or mixed-age) interacts with classroom-level problem behaviors to contribute to teacher-child interaction quality."
Problem behaviors at the classroom-level and teacher-child.pdf,3,"We predicted that mixed-age classrooms would moderate the relationship between classroom-level problem behaviors and teacher-  child interaction quality based on the theoretical and limited empirical literature. However, the direction of the hypothesis remained  exploratory given the limited prior research and theory. It is plausible that the negative association between classroom-level problem  behaviors and teacher-child interaction quality may be even more pronounced in mixed-age classrooms than in classrooms serving 4-  year-olds where the association may be less pronounced or non-existent. Prior studies suggest that managing a classroom with a wide  range of ages and diverse needs can be challenging ( Guo et al., 2014 ) and uniquely stressful to teachers ( Friedman-Krauss et al., 2014 ).  A mixed-age classroom with a broader range of behaviors and developmental skills could be negatively related to a teacher ’ s ability to  provide high-quality instructional support, emotional support, and classroom organization. For example,  Ansari and Pianta (2019)  found that teachers who taught in mixed-age classrooms demonstrated less optimal teacher-child interaction quality. Therefore, it is  plausible that mixed-age grouping is negatively related to teacher-child interaction quality ( Ansari  &  Pianta, 2019 ), that classroom-  level problem behaviors are negatively related to teacher-child interaction quality ( Partee et al., 2020 ), and that these challenges  are magnified when in combination, resulting in lower teacher-child interaction quality."
Problem behaviors at the classroom-level and teacher-child.pdf,3,"In contrast, we might find that the associations between classroom-level problem behaviors and teacher-child interaction quality  were less pronounced in mixed-age classrooms than in classrooms serving 4-year-olds only. Drawing upon developmental theories, we  hypothesized that what was developmentally normative  –  and teachers ’  expectations about what was developmentally normative  –  for  a 3-year-old may be different from what was normative for a 4-year-old ( Chang  &  Davis, 2009 ). Prior studies have demonstrated that  teachers are likely to feel frustrated or angry towards children when they feel like the child could have controlled their behavior"
Problem behaviors at the classroom-level and teacher-child.pdf,4,"( Bosman et al., 2019 ,  Chang  &  Davis, 2009 ). It is plausible that teachers may perceive behavioral challenges and react to them  differently in mixed-age classrooms versus classrooms serving only 4-year-olds. For instance, in mixed-age classrooms, 3-year-old  perceive that behavior as more developmentally appropriate, they may warmly comfort those children, which is associated with higher  quality classrooms. Conversely, more classroom-level problem behaviors in 4-year-old only classrooms may be related to lower  teacher-child interaction quality because teachers see oppositional/aggressive, hyperactivity, and internalizing behaviors as inap­ propriate for 4-year-olds. In other words, expectations about children in mixed-age classrooms may have buffered preschool teachers  against the difficulties of handling more behavioral challenging classrooms. However, no studies to our knowledge have explored this  hypothesis."
Problem behaviors at the classroom-level and teacher-child.pdf,4,"The goal of the present study was to advance our understanding of the relation between classroom-level problem behavior and  teacher-child interaction quality within a diverse sample of Head Start programs and the potential for mixed-age classrooms, one of the  most common models of preschool programs, to increase or decrease the challenges of teaching in classrooms with high-levels of  classroom problem behavior. The following research questions were examined:"
Problem behaviors at the classroom-level and teacher-child.pdf,4,"(1) Are fall baseline classroom-level problem behaviors (oppositional/aggressive, hyperactivity, and internalizing behaviors)  associated with spring post teacher-child interaction quality (emotional support, classroom organization, and instructional support)?"
Problem behaviors at the classroom-level and teacher-child.pdf,4,(2) To what extent are the relations between fall baseline classroom-level problem behaviors and spring post teacher-child  interaction quality moderated by classroom age composition?
Problem behaviors at the classroom-level and teacher-child.pdf,4,"Given the mixed findings in the literature, we heavily relied upon our theoretical frameworks and prior studies to propose the  following exploratory hypotheses: (a) higher levels of classroom oppositional/aggressive behavior would be negatively related to  emotional support and classroom organization, (b) higher levels of classroom hyperactivity would be negatively related to emotional  support and classroom organization, and (c) higher levels of classroom internalizing behaviors would be negatively related to  emotional support. It is important to note that we have no hypotheses about the effects of mean classroom problem behaviors on  instructional support. For Research Question 2, due to limited existing research, we posited an exploratory hypothesis that teacher-  child interaction quality would be moderated by classroom age composition such that mixed-age classrooms with higher classroom  level problem behaviors would show more negative teacher-child interaction quality relative to 4-year-old only classrooms."
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,1,We observed the play of 32 toddlers and preschoolers randomly assigned to eight
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,1,"play groups. Four of the play groups contained children of the same age, the other  four contained children who were 2 years apart in age. No differences were found  in overall patterns of play as measured by Parten's (1932) play codes. Although  negative behaviors occurred infrequently in both settings, younger children tended to  exhibit more negative interactions in same-age settings, and older children exhibited  more negative interactions in mixed-age settings. Younger children in mixed-age  settings played with same-age and older playmates at expected rates, older children  in mixed-age settings, however, were more likely to choose other older children as  playmates. The results, which differ to some extent from previous research, may be  due to the familiarity of children with peers within the group and common day-care  experiences prior to the study."
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,1,"The importance of age and competence in social development has led researchers  to question the relative merits of same-age versus mixed-age groups with respect  to children's social behavior. Although it has been argued that mixed-age groups  are more consistent with human evolution in the context of small hunter-gatherer  societies (Konner, 1975), same-age groups are predominant in complex, indus-  trialized societies (Hartup, 1976). It has been noted that most studies of chil-  dren's social development have been conducted in same-age environments  (Lougee, Grueneich, & Hartup, 1977). Consequently, much of our knowledge  about social behavior and development may be context-specific."
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,1,"The question of whether children should be grouped homogeneously or het-  erogeneously with respect to age has important applied implications for care-  givers and organizers of early childhood programs, and arguments could be made"
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,1,"Correspondence and requests for reprints should be sent to Donald B. Bailey, Jr., Frank Porter  Hill, NC 27599-8180."
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,2,"for both arrangements. For example, same-age groups may do a better job of  preparing children for school settings, which are almost invariably same-age in  composition. Older children may be able to engage in more extended and com-  plex activities when they are not interrupted by younger children. In addition,  teachers may find same-age settings to be easier because they do not have to plan  and prepare activities for children of diverse developmental levels. Conversely,  mixed-age settings provide opportunities for younger children to learn by observ-  ing competent older peers. Older children may be more likely to learn and  practice helping behaviors in mixed-age settings. Furthermore, it could be argued  that while same-age groups may prepare children for success in school, mixed-  age groups are more relevant to life outside of school."
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,2,"Several studies have investigated the extent to which the social behavior of  young children is influenced by the age composition of groups. Three laboratory  studies have observed dyads of children grouped according to various ages.  Lougee et al. (1977), for example, observed same- and mixed-age dyads of 3-and  4-year-olds. Younger same-age dyads exhibited the lowest amount of positive  social interaction, whereas older same-age dyads displayed the most. Intermedi-  ate levels were observed in the mixed-age dyads. A similar pattern was observed  for mean length of utterance. Task orientation did not differ among the groups.  Howes and Farver (1987) studied dyads in which 2-year-olds were paired either  with same-age or 5-year-old partners. Toddlers engaged in more social pretend  play when paired with the older children. Brownell (1990) observed dyads of 18-  and 24-month-old toddlers and found that the younger children were more inter-  active and more positive when paired with an older child than with an age-mate.  They initiated more, produced more complex initiations, and imitated older  partners more than same-age peers. Older children, on the other hand, made  fewer initiations in mixed-age dyads, when they did initiate, however, it was  likely to be longer and more complex than with same-age peers."
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,2,"Three additional studies have examined play behaviors in the context of larger  child-care groups. Goldman (1981) observed naturally occurring classes consist-  ing either of 3-year-olds, 4-year-olds, or a mixture of 3- and 4-year-olds. The  4-year-olds in mixed-age groups spent more time in solitary play but less time in  parallel play or teacher-directed activities than did their counterparts in same-age  groups. Three-year-olds in mixed-age groups spent less time in parallel play than  3-year-olds in same-age groups. Within the mixed-age groups, playmate choices  were more likely to be influenced by the partner's gender rather than age. Field  (1982) observed same- and mixed-age groups and reported that mixed-age  groups resulted in more verbal interaction, imitation, and fantasy play. Urberg  and Kaplan (1986) found more interactive-functional play in mixed-age groups  for all children, but more conversation and parallel-functional interaction in  same-age groups. Younger children engaged in more dramatic play and negative  interactions in mixed-age groups."
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,3,"Other studies have observed older children or have noted unplanned observa-  tions of possible differences between same- and mixed-age groupings. Graziano,  French, Brownell, and Hartup (1976), in a study of task performance in same-  and mixed-age triads of first- and third-graders, found more conversations in  same-age triads. Whiting and Whiting (1975) suggested that aggression is more  likely in same-age groups, whereas nurturing behaviors are more commonly  observed in mixed-age groups."
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,3,"The research conducted thus far is limited in several respects. The laboratory  studies have relied on observations of dyads of children who were not previously  acquainted. Because Mueller and Brenner (1977) showed that acquainted tod-  dlers were more likely to interact with each other in a sustained fashion than  nonacquainted peers, the question is raised of whether this research would gener-  alize to the typical day-care or play group context consisting of more children, all  of whom are acquainted with each other. The group studies, however, have not  randomly assigned children to conditions or standardized observational environ-  ments or adult roles. For example, in Field's (1982) study, each same-age group  contained 8 children, whereas the mixed-age groups contained 24 children.  Goldman's (1981) study required only 80% of the children in the classes to be  within the designated age ranges, thus reducing the likelihood of differences  between settings. Only two studies were found that included children under 3  years of age (Brownell, 1990, Howes & Farver, 1987). The definition of  mixed-  age has varied widely across studies, with differences as little as 6 months  between older and younger children (Brownell, 1990) and as great as 3 years  (Howes & Farver, 1987). The outcomes assessed have varied widely across the  studies, measuring effects on domains such as overall social behavior, differenti-  ated levels of social play, pretend play, task performance, and task orientation.  Although this variability reflects the diversity of possible effects, replication of  findings within each outcome domain is essential."
Social interactions of toddlers and preschoolers in same-age and mixed-age play groups.pdf,3,"The present study was designed to explore further the effects of same- and  mixed-age groupings on the social behavior of children between the ages of 18  and 60 months. As part of a longitudinal, prospective study, it extends previous  research by systematically observing behavior in the context of previously ac-  quainted play groups, by randomly assigning children to groups, and by includ-  ing 1- and 2-year-olds. The study was designed to determine whether social  behavior among young children was influenced by age composition of the group."
Social Participation of Preschool Children in Same- versus Mixed-Age Groups.pdf,1,"JSTOR is a not-for-profit service that helps scholars, researchers, and students discover, use, and build upon a wide  range of content in a trusted digital archive. We use information technology and tools to increase productivity and  facilitate new forms of scholarship. For more information about JSTOR, please contact support@jstor.org.    Your use of the JSTOR archive indicates your acceptance of the Terms & Conditions of Use, available at"
Social Participation of Preschool Children in Same- versus Mixed-Age Groups.pdf,1,"Society for Research in Child Development  and Wiley  are collaborating with JSTOR to digitize,  preserve and extend access to Child Development"
Social Participation of Preschool Children in Same- versus Mixed-Age Groups.pdf,2,Social Participation of Preschool Children in  Same- versus Mixed-Age Groups
Social Participation of Preschool Children in Same- versus Mixed-Age Groups.pdf,2,"GOLDMAN, JANE A. Social Participation of Preschool Children in Same- versus Mixed-Age Groups.  CHILD DEVELOPMENT, 1981, 52, 644-650. Using point-time sampling procedures, this study  investigated (a) the amount of time that children in same- versus mixed-age groups spend in  various forms of social participation and (b) the age relationships of children in mixed-age"
Social Participation of Preschool Children in Same- versus Mixed-Age Groups.pdf,2,"groups. Social participation was observed in 3 classes of 3-year-olds, 3 classes of 4-year-olds,  and 3 mixed-age classes. For both 3- and 4-year-olds, social participation in mixed-age classes  differed from social participation in same-age classes. Compared with their age mates in same-  age classes, 4-year-olds in mixed-age classes spent more time in solitary play but less time in  parallel play or teacher-directed activities. Among the 3-year-olds, those in mixed-age classes  spent less time in parallel play. Within the mixed-age groups, age did not appear to be a major  factor influencing choice of playmates. Results are discussed in terms of their implications con-  cerning the developmental potentials residing in mixed-age groupings."
Social Participation of Preschool Children in Same- versus Mixed-Age Groups.pdf,2,Researchers concerned with the social and  intellectual development of young children  have begun to emphasize the essential role  played by peers in the process of development
Social Participation of Preschool Children in Same- versus Mixed-Age Groups.pdf,2,"(Hartup 1976b, Lewis & Rosenblum 1975).  However, the literature concerning peer influ-  ences has been, by and large, a literature of  interactions among age mates. Overall, both  observational and laboratory studies of peer  influence have failed to include age difference  as an independent variable (Hartup 1976a)."
Social Participation of Preschool Children in Same- versus Mixed-Age Groups.pdf,2,"Responding to this lack of information con-  cerning the influence of age as an independent  variable, researchers have begun to investigate  ways in which interactions with age mates are  similar to or different from interactions with  non-age mates. The majority of these studies  have involved laboratory experiments in which  children are observed in dyads or triads. For  example, Graziano, French, Brownell, and Har-  tup (1976) compared the behaviors of first and"
Social Participation of Preschool Children in Same- versus Mixed-Age Groups.pdf,2,"third graders who were assigned to same-sex  triads which varied in age composition. Ana-  lyzing their results in terms of the contributions  made by individual members of the triads to  a simple block-building task, they found that  the participation of third graders varied ac-  cording to the composition of the group. For  these third graders, singleton status (one third  grader with two first graders) was associated  with the highest level of performance. For the  first graders there was little difference in per-  formance across the types of triads."
Social Participation of Preschool Children in Same- versus Mixed-Age Groups.pdf,2,"Working with preschool children who were  assigned to same-sex dyads, Lougee, Grueneich,  and Hartup (1977) found that social activity  of the older children was lower in the cross-age  dyads than in the same-age dyads. In contrast,  social activity of the younger children was more  frequent in the cross-age dyads."
Social Participation of Preschool Children in Same- versus Mixed-Age Groups.pdf,2,Results of such laboratory studies indi-  cate that children do respond differently when
Social Participation of Preschool Children in Same- versus Mixed-Age Groups.pdf,2,"in partial fulfillment of the requirements for the Ph.D. degree. The research was supported, in  Wisconsin-Madison. Portions of this research were presented at the biennial conference of the  International Society for the Study of Behavioral Development, Guildford, Surrey, England,"
Social Participation of Preschool Children in Same- versus Mixed-Age Groups.pdf,2,"1975, and at the biennial meeting of the Southeastern Conference on Human Development,  Atlanta, 1978. I wish to thank Jane Noble for her partnership in designing and conducting  this study and the children, teachers, and directors of the Orchard Ridge, Meeting House, Church  Day, Eagle Heights, and Gan Ha Yeled Nursery Schools whose cooperation made the study  possible. I also wish to thank, in chronological order, Frank Hooper, Spencer Swinton, Gordon  out various phases of this research. Requests for reprints should be addressed to Jane A. Gold-  06268."
Social Participation of Preschool Children in Same- versus Mixed-Age Groups.pdf,2,"[Child Development, 1981, 52, 644-650. @ 1981 by the Society for Research in Child Development, Inc.  0009-3920/81/5202-0028$01.00]"
Social Participation of Preschool Children in Same- versus Mixed-Age Groups.pdf,3,"placed in the same-age versus cross-age situ-  ations. However, because these studies have  been limited to investigations of interactions"
